Position ID,Action,Amount,Units,Open Date,Close Date,Leverage,Spread,Profit,Open Rate,Close Rate,Take profit rate,Stop lose rate,Rollover Fees and Dividends,Copied From,Type,ISIN,Notes
1308671005,Buy Intel, 1.56 ,0.028613,13/09/2021 13:31:45,07/03/2022 14:31:20,1, 0.00 ,(0.17), 54.52 , 48.45 , 81.32 , 0.00 , 0.02 ,Karlo_s,Stocks,US4581401001,
1308703146,Buy Walt Disney, 1.23 ,0.006636,13/09/2021 13:32:05,07/03/2022 14:31:20,1, 0.00 ,(0.30), 185.36 , 140.04 , 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US2546871060,
1308703014,Buy Walt Disney, 1.23 ,0.006630,13/09/2021 13:32:05,07/03/2022 14:31:20,1, 0.00 ,(0.30), 185.53 , 139.91 , 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US2546871060,
1506404667,Buy Walt Disney, 1.35 ,0.009330,24/02/2022 16:46:18,07/03/2022 14:31:20,1, 0.00 ,(0.04), 144.69 , 140.04 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US2546871060,
1308703324,Buy Walt Disney, 1.44 ,0.007769,13/09/2021 13:32:06,07/03/2022 14:31:20,1, 0.00 ,(0.35), 185.36 , 140.04 ," 1,918.07 ", 0.00 , 0.00 ,YVinvest,Stocks,US2546871060,
1308703490,Buy Walt Disney, 2.47 ,0.013325,13/09/2021 13:32:06,07/03/2022 14:31:20,1, 0.00 ,(0.60), 185.36 , 140.04 , 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US2546871060,
1308718641,Buy Block Inc., 1.23 ,0.004961,13/09/2021 13:32:20,07/03/2022 14:31:20,1, 0.00 ,(0.70), 247.91 , 107.36 , 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US8522341036,
1308718663,Buy Block Inc., 1.54 ,0.006212,13/09/2021 13:32:20,07/03/2022 14:31:20,1, 0.00 ,(0.87), 247.91 , 107.36 , 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US8522341036,
1308718968,Buy Block Inc., 3.09 ,0.012475,13/09/2021 13:32:20,07/03/2022 14:31:20,1, 0.00 ,(1.75), 247.69 , 107.46 , 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US8522341036,
1308718653,Buy Block Inc., 1.23 ,0.004966,13/09/2021 13:32:20,07/03/2022 14:31:20,1, 0.00 ,(0.70), 247.69 , 107.46 , 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US8522341036,
1308718700,Buy Block Inc., 1.54 ,0.006212,13/09/2021 13:32:20,07/03/2022 14:31:20,1, 0.00 ,(0.87), 247.91 , 107.36 , 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US8522341036,
1432042395,Buy Meta Platforms Inc, 1.89 ,0.005554,16/12/2021 14:32:45,07/03/2022 14:31:19,1, 0.00 ,(0.78), 340.29 , 199.93 ," 3,743.16 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US30303M1027,
1415155903,Buy Meta Platforms Inc, 1.30 ,0.003987,01/12/2021 16:17:38,07/03/2022 14:31:19,1, 0.00 ,(0.50), 326.03 , 199.93 ," 3,586.33 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US30303M1027,
1308720996,Buy Meta Platforms Inc, 1.23 ,0.003233,13/09/2021 13:32:22,07/03/2022 14:31:19,1, 0.00 ,(0.58), 380.46 , 199.75 , 360.00 , 0.00 , 0.00 ,Gserdan,Stocks,US30303M1027,
1308722469,Buy Meta Platforms Inc, 1.44 ,0.003788,13/09/2021 13:32:22,07/03/2022 14:31:19,1, 0.00 ,(0.68), 380.15 , 199.93 ," 2,822.16 ", 0.00 , 0.00 ,YVinvest,Stocks,US30303M1027,
1503749897,Buy Meta Platforms Inc, 2.59 ,0.012664,23/02/2022 14:30:30,07/03/2022 14:31:19,1, 0.00 ,(0.06), 204.51 , 199.93 ," 2,249.69 ", 0.00 , 0.00 ,YVinvest,Stocks,US30303M1027,
1423182526,Buy Meta Platforms Inc, 6.29 ,0.019477,07/12/2021 14:32:06,07/03/2022 14:31:19,1, 0.00 ,(2.40), 322.95 , 199.93 ," 3,552.42 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US30303M1027,
1492497845,Buy Meta Platforms Inc, 1.42 ,0.006125,09/02/2022 20:16:20,07/03/2022 14:31:19,1, 0.00 ,(0.20), 231.83 , 199.93 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US30303M1027,
1308722618,Buy Meta Platforms Inc, 3.09 ,0.008121,13/09/2021 13:32:23,07/03/2022 14:31:19,1, 0.00 ,(1.47), 380.49 , 199.75 , 360.00 , 0.00 , 0.00 ,Gserdan,Stocks,US30303M1027,
1308721040,Buy Meta Platforms Inc, 3.74 ,0.009838,13/09/2021 13:32:22,07/03/2022 14:31:19,1, 0.00 ,(1.77), 380.12 , 199.93 ," 3,638.80 ", 0.00 , 0.00 ,JamesYoung321,Stocks,US30303M1027,
1308569185,Buy Exxon-Mobil, 6.27 ,0.114104,13/09/2021 13:30:47,07/03/2022 14:31:18,1, 0.00 , 3.43 , 54.95 , 85.00 , 87.20 , 0.00 , 0.14 ,Karlo_s,Stocks,US30231G1022,
1308568882,Buy Exxon-Mobil, 1.56 ,0.028389,13/09/2021 13:30:47,07/03/2022 14:31:18,1, 0.00 , 0.85 , 54.95 , 85.00 , 417.89 , 0.00 , 0.04 ,Karlo_s,Stocks,US30231G1022,
1308568905,Buy Exxon-Mobil, 3.13 ,0.056961,13/09/2021 13:30:47,07/03/2022 14:31:18,1, 0.00 , 1.71 , 54.95 , 85.00 , 136.98 , 0.00 , 0.08 ,Karlo_s,Stocks,US30231G1022,
1504530610,Buy Exxon-Mobil, 1.39 ,0.018090,23/02/2022 20:29:57,07/03/2022 14:31:18,1, 0.00 , 0.15 , 76.84 , 85.00 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US30231G1022,
1308736911,Buy Amazon.com Inc, 1.54 ,0.000441,13/09/2021 13:32:36,07/03/2022 14:31:18,1, 0.00 ,(0.26)," 3,495.56 "," 2,903.89 ", 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US0231351067,
1308737056,Buy Amazon.com Inc, 1.54 ,0.000441,13/09/2021 13:32:36,07/03/2022 14:31:18,1, 0.00 ,(0.26)," 3,495.56 "," 2,903.89 ", 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US0231351067,
1308737087,Buy Amazon.com Inc, 3.13 ,0.000896,13/09/2021 13:32:36,07/03/2022 14:31:18,1, 0.00 ,(0.52)," 3,492.42 "," 2,906.51 ", 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US0231351067,
1432061736,Buy Amazon.com Inc, 1.26 ,0.000362,16/12/2021 14:32:56,07/03/2022 14:31:18,1, 0.00 ,(0.21)," 3,478.21 "," 2,906.51 "," 38,260.22 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US0231351067,
1308736689,Buy Amazon.com Inc, 1.54 ,0.000441,13/09/2021 13:32:36,07/03/2022 14:31:18,1, 0.00 ,(0.26)," 3,495.56 "," 2,903.89 ", 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US0231351067,
1308736839,Buy Amazon.com Inc, 2.44 ,0.000699,13/09/2021 13:32:36,07/03/2022 14:31:17,1, 0.00 ,(0.41)," 3,492.42 "," 2,906.51 ", 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US0231351067,
1506393054,Buy Amazon.com Inc, 1.35 ,0.000462,24/02/2022 16:41:42,07/03/2022 14:31:17,1, 0.00 ,(0.01)," 2,919.60 "," 2,906.51 ", 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US0231351067,
1415148382,Buy Amazon.com Inc, 1.96 ,0.000553,01/12/2021 16:17:20,07/03/2022 14:31:17,1, 0.00 ,(0.35)," 3,546.00 "," 2,906.51 "," 39,006.00 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US0231351067,
1308737329,Buy Amazon.com Inc, 2.47 ,0.000707,13/09/2021 13:32:36,07/03/2022 14:31:17,1, 0.00 ,(0.42)," 3,495.56 "," 2,903.89 ", 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US0231351067,
1308736662,Buy Amazon.com Inc, 3.00 ,0.000859,13/09/2021 13:32:35,07/03/2022 14:31:17,1, 0.00 ,(0.50)," 3,492.42 "," 2,906.51 "," 36,610.98 ", 0.00 , 0.00 ,JamesYoung321,Stocks,US0231351067,
1506441948,Buy Amazon.com Inc, 1.36 ,0.000465,24/02/2022 16:54:13,07/03/2022 14:31:17,1, 0.00 ,(0.01)," 2,925.88 "," 2,906.51 ", 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US0231351067,
1308737209,Buy Amazon.com Inc, 1.56 ,0.000447,13/09/2021 13:32:36,07/03/2022 14:31:17,1, 0.00 ,(0.26)," 3,492.42 "," 2,906.51 ", 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US0231351067,
1308736925,Buy Amazon.com Inc, 1.54 ,0.000441,13/09/2021 13:32:36,07/03/2022 14:31:17,1, 0.00 ,(0.26)," 3,495.56 "," 2,903.89 ", 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US0231351067,
1423196558,Buy Amazon.com Inc, 6.29 ,0.001801,07/12/2021 14:32:21,07/03/2022 14:31:17,1, 0.00 ,(1.06)," 3,493.14 "," 2,906.51 "," 38,424.59 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US0231351067,
1308632274,Buy Telefonica SA (US)-ADR, 1.44 ,0.292683,13/09/2021 13:31:27,07/03/2022 14:31:17,1, 0.00 ,(0.21), 4.92 , 4.21 , 49.61 , 0.00 , 0.04 ,YVinvest,Stocks,US8793822086,
1308640482,Buy Sony Group Corp.-ADR, 1.56 ,0.013999,13/09/2021 13:31:31,07/03/2022 14:31:17,1, 0.00 ,(0.20), 111.44 , 97.40 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US8356993076,
1504467775,Buy Sony Group Corp.-ADR, 1.39 ,0.013618,23/02/2022 20:02:20,07/03/2022 14:31:17,1, 0.00 ,(0.06), 102.07 , 97.40 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US8356993076,
1308640418,Buy Sony Group Corp.-ADR, 6.27 ,0.056263,13/09/2021 13:31:31,07/03/2022 14:31:17,1, 0.00 ,(0.79), 111.44 , 97.40 , 0.00 , 0.00 , 0.01 ,Karlo_s,Stocks,US8356993076,
1308726400,Buy Visa, 4.90 ,0.021572,13/09/2021 13:32:27,07/03/2022 14:31:17,1, 0.00 ,(0.61), 227.15 , 198.73 ," 2,304.61 ", 0.00 , 0.02 ,JamesYoung321,Stocks,US92826C8394,
1431835517,Buy Visa, 9.43 ,0.043738,16/12/2021 14:30:16,07/03/2022 14:31:16,1, 0.00 ,(0.74), 215.60 , 198.73 ," 2,371.58 ", 0.00 , 0.01 ,GreenbullInvest,Stocks,US92826C8394,
1308726660,Buy Visa, 1.56 ,0.006868,13/09/2021 13:32:27,07/03/2022 14:31:16,1, 0.00 ,(0.20), 227.15 , 198.73 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US92826C8394,
1308726426,Buy Visa, 1.56 ,0.006868,13/09/2021 13:32:27,07/03/2022 14:31:16,1, 0.00 ,(0.20), 227.15 , 198.73 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US92826C8394,
1308725995,Buy Visa, 1.56 ,0.006868,13/09/2021 13:32:26,07/03/2022 14:31:16,1, 0.00 ,(0.20), 227.15 , 198.73 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US92826C8394,
1317895250,Buy Visa, 1.44 ,0.006515,21/09/2021 13:30:34,07/03/2022 14:31:16,1, 0.00 ,(0.15), 221.03 , 198.73 ," 2,431.33 ", 0.00 , 0.00 ,YVinvest,Stocks,US92826C8394,
1308725967,Buy Visa, 2.44 ,0.010742,13/09/2021 13:32:26,07/03/2022 14:31:16,1, 0.00 ,(0.31), 227.15 , 198.73 , 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US92826C8394,
1459620575,Buy McDonald's, 9.43 ,0.035732,11/01/2022 14:31:11,07/03/2022 14:31:16,1, 0.00 ,(1.10), 263.91 , 233.11 ," 2,902.99 ", 0.00 , 0.03 ,GreenbullInvest,Stocks,US5801351017,
1308531272,Buy JPMorgan Chase & Co, 3.42 ,0.021518,13/09/2021 13:30:23,07/03/2022 14:31:16,1, 0.00 ,(0.58), 158.94 , 132.03 ," 1,656.59 ", 0.00 , 0.04 ,JamesYoung321,Stocks,US46625H1005,
1308532012,Buy JPMorgan Chase & Co, 2.64 ,0.016605,13/09/2021 13:30:24,07/03/2022 14:31:16,1, 0.00 ,(0.45), 158.94 , 132.03 ," 1,821.71 ", 0.00 , 0.02 ,JamesYoung321,Stocks,US46625H1005,
1432025953,Buy JPMorgan Chase & Co, 3.14 ,0.019603,16/12/2021 14:32:31,07/03/2022 14:31:16,1, 0.00 ,(0.55), 160.18 , 132.03 ," 1,761.95 ", 0.00 , 0.01 ,GreenbullInvest,Stocks,US46625H1005,
1425075136,Buy JPMorgan Chase & Co, 6.29 ,0.039119,08/12/2021 19:40:16,07/03/2022 14:31:16,1, 0.00 ,(1.13), 160.79 , 132.03 ," 1,768.69 ", 0.00 , 0.03 ,GreenbullInvest,Stocks,US46625H1005,
1308693719,Buy Johnson & Johnson, 1.44 ,0.008586,13/09/2021 13:32:00,07/03/2022 14:31:16,1, 0.00 , 0.00 , 167.71 , 168.21 ," 1,748.12 ", 0.00 , 0.02 ,YVinvest,Stocks,US4781601046,
1308692597,Buy Alphabet, 2.47 ,0.000861,13/09/2021 13:31:59,07/03/2022 14:31:16,1, 0.00 ,(0.21)," 2,870.37 "," 2,623.25 ", 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US02079K1079,
1308692223,Buy Alphabet, 1.54 ,0.000537,13/09/2021 13:31:59,07/03/2022 14:31:16,1, 0.00 ,(0.13)," 2,870.37 "," 2,623.25 ", 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US02079K1079,
1308692375,Buy Alphabet, 2.44 ,0.000851,13/09/2021 13:31:59,07/03/2022 14:31:16,1, 0.00 ,(0.21)," 2,867.79 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US02079K1079,
1308692239,Buy Alphabet, 4.89 ,0.001705,13/09/2021 13:31:59,07/03/2022 14:31:15,1, 0.00 ,(0.41)," 2,867.79 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US02079K1079,
1308693747,Buy Alphabet, 1.56 ,0.000544,13/09/2021 13:32:00,07/03/2022 14:31:15,1, 0.00 ,(0.13)," 2,867.79 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US02079K1079,
1423188161,Buy Alphabet, 6.29 ,0.002152,07/12/2021 14:32:12,07/03/2022 14:31:15,1, 0.00 ,(0.64)," 2,922.75 "," 2,625.61 "," 32,150.21 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US02079K1079,
1432044623,Buy Alphabet, 2.20 ,0.000743,16/12/2021 14:32:46,07/03/2022 14:31:15,1, 0.00 ,(0.25)," 2,959.14 "," 2,625.61 "," 32,550.45 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US02079K1079,
1308692479,Buy Alphabet, 3.13 ,0.001091,13/09/2021 13:31:59,07/03/2022 14:31:15,1, 0.00 ,(0.26)," 2,867.79 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US02079K1079,
1506440510,Buy Alphabet, 2.72 ,0.001057,24/02/2022 16:53:31,07/03/2022 14:31:15,1, 0.00 , 0.05 ," 2,573.83 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US02079K1079,
1308693448,Buy Alphabet, 2.44 ,0.000851,13/09/2021 13:32:00,07/03/2022 14:31:15,1, 0.00 ,(0.21)," 2,867.79 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US02079K1079,
1308692700,Buy Alphabet, 4.89 ,0.001705,13/09/2021 13:31:59,07/03/2022 14:31:15,1, 0.00 ,(0.41)," 2,867.79 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US02079K1079,
1308692260,Buy Alphabet, 2.69 ,0.000938,13/09/2021 13:31:59,07/03/2022 14:31:15,1, 0.00 ,(0.23)," 2,867.79 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US02079K1079,
1308693489,Buy Alphabet, 2.44 ,0.000851,13/09/2021 13:32:00,07/03/2022 14:31:15,1, 0.00 ,(0.21)," 2,867.79 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US02079K1079,
1308692284,Buy Alphabet, 3.54 ,0.001234,13/09/2021 13:31:59,07/03/2022 14:31:15,1, 0.00 ,(0.30)," 2,867.79 "," 2,625.61 ", 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US02079K1079,
1308692458,Buy Alphabet, 1.54 ,0.000537,13/09/2021 13:31:59,07/03/2022 14:31:15,1, 0.00 ,(0.13)," 2,870.37 "," 2,623.25 ", 0.00 , 0.00 , 0.00 ,Gserdan,Stocks,US02079K1079,
1308611208,Buy Tilray Brands Inc, 1.44 ,0.116505,13/09/2021 13:31:16,07/03/2022 14:31:15,1, 0.00 ,(0.83), 12.36 , 5.25 , 0.00 , 0.00 , 0.00 ,YVinvest,Stocks,US88688T1007,
1308611348,Buy Tilray Brands Inc, 1.44 ,0.116505,13/09/2021 13:31:16,07/03/2022 14:31:15,1, 0.00 ,(0.83), 12.36 , 5.25 , 0.00 , 0.00 , 0.00 ,YVinvest,Stocks,US88688T1007,
1432060236,"Buy Tesla Motors, Inc.", 3.14 ,0.003169,16/12/2021 14:32:55,07/03/2022 14:31:15,1, 0.00 ,(0.42), 990.83 , 859.38 ," 10,899.14 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US88160R1014,
1308708653,"Buy Tesla Motors, Inc.", 3.13 ,0.004253,13/09/2021 13:32:12,07/03/2022 14:31:15,1, 0.00 , 0.53 , 736.00 , 859.51 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US88160R1014,
1308717472,Buy Sunrun Inc., 1.44 ,0.032660,13/09/2021 13:32:19,07/03/2022 14:31:14,1, 0.00 ,(0.56), 44.09 , 26.87 , 557.48 , 0.00 , 0.00 ,YVinvest,Stocks,US86771W1053,
1422974800,"Buy Tesla Motors, Inc.", 6.29 ,0.006020,07/12/2021 14:30:13,07/03/2022 14:31:14,1, 0.00 ,(1.12)," 1,044.82 ", 859.38 ," 11,493.02 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US88160R1014,
1317872853,Buy Zoom Video Communications Inc, 1.44 ,0.005134,21/09/2021 13:30:22,07/03/2022 14:31:14,1, 0.00 ,(0.86), 280.50 , 113.52 ," 3,085.50 ", 0.00 , 0.00 ,YVinvest,Stocks,US98980L1017,
1308683020,Buy Zoom Video Communications Inc, 1.44 ,0.004808,13/09/2021 13:31:53,07/03/2022 14:31:14,1, 0.00 ,(0.89), 299.50 , 113.52 ," 3,767.72 ", 0.00 , 0.00 ,YVinvest,Stocks,US98980L1017,
1423696668,Buy Shopify Inc., 3.15 ,0.002079,07/12/2021 16:41:48,07/03/2022 14:31:14,1, 0.00 ,(1.90)," 1,514.98 ", 602.10 ," 16,664.78 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,CA82509L1076,
1436032168,Buy Shopify Inc., 3.14 ,0.002312,21/12/2021 17:37:19,07/03/2022 14:31:14,1, 0.00 ,(1.75)," 1,358.42 ", 602.10 ," 14,942.61 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,CA82509L1076,
1308623448,Buy Shopify Inc., 1.56 ,0.001055,13/09/2021 13:31:23,07/03/2022 14:31:14,1, 0.00 ,(0.92)," 1,478.70 ", 602.10 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,CA82509L1076,
1308623428,Buy Shopify Inc., 1.56 ,0.001055,13/09/2021 13:31:23,07/03/2022 14:31:14,1, 0.00 ,(0.92)," 1,478.70 ", 602.10 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,CA82509L1076,
1425066894,Buy Shopify Inc., 1.89 ,0.001249,08/12/2021 19:39:53,07/03/2022 14:31:14,1, 0.00 ,(1.14)," 1,512.90 ", 602.10 ," 16,641.88 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,CA82509L1076,
1391886145,Buy Shopify Inc., 1.39 ,0.000847,15/11/2021 14:31:06,07/03/2022 14:31:14,1, 0.00 ,(0.88)," 1,640.30 ", 602.10 ," 18,043.29 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,CA82509L1076,
1461284676,Buy Innovative Industrial Properties Inc. A, 9.43 ,0.042456,12/01/2022 15:09:25,07/03/2022 14:31:12,1, 0.00 ,(1.65), 222.11 , 183.31 , 0.00 , 0.00 , 0.00 ,GreenbullInvest,Stocks,US45781V1017,
1431935040,Buy Alibaba-ADR, 9.43 ,0.076792,16/12/2021 14:31:16,07/03/2022 14:31:12,1, 0.00 ,(1.77), 122.80 , 99.70 ," 1,350.78 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US01609W1027,
1308736092,Buy Alibaba-ADR, 1.44 ,0.008785,13/09/2021 13:32:35,07/03/2022 14:31:12,1, 0.00 ,(0.56), 163.91 , 99.70 ," 2,962.29 ", 0.00 , 0.00 ,YVinvest,Stocks,US01609W1027,
1308737493,Buy Alibaba-ADR, 1.44 ,0.008786,13/09/2021 13:32:36,07/03/2022 14:31:12,1, 0.00 ,(0.56), 163.90 , 99.70 ," 2,444.97 ", 0.00 , 0.00 ,YVinvest,Stocks,US01609W1027,
1308734451,Buy Alibaba-ADR, 1.56 ,0.009520,13/09/2021 13:32:34,07/03/2022 14:31:12,1, 0.00 ,(0.61), 163.87 , 99.70 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US01609W1027,
1308734291,Buy Alibaba-ADR, 1.44 ,0.008787,13/09/2021 13:32:34,07/03/2022 14:31:12,1, 0.00 ,(0.56), 163.87 , 99.70 ," 2,507.56 ", 0.00 , 0.00 ,YVinvest,Stocks,US01609W1027,
1308734379,Buy Alibaba-ADR, 1.56 ,0.009520,13/09/2021 13:32:34,07/03/2022 14:31:12,1, 0.00 ,(0.61), 163.87 , 99.70 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US01609W1027,
1308735048,Buy Alibaba-ADR, 1.56 ,0.009520,13/09/2021 13:32:35,07/03/2022 14:31:12,1, 0.00 ,(0.61), 163.87 , 99.70 , 0.00 , 0.00 , 0.00 ,Karlo_s,Stocks,US01609W1027,
1308735720,Buy Alibaba-ADR, 1.44 ,0.008785,13/09/2021 13:32:35,07/03/2022 14:31:12,1, 0.00 ,(0.56), 163.91 , 99.70 ," 2,884.31 ", 0.00 , 0.00 ,YVinvest,Stocks,US01609W1027,
1308673949,Buy Waste Management Inc, 2.44 ,0.015713,13/09/2021 13:31:47,07/03/2022 14:31:12,1, 0.00 , 0.03 , 155.29 , 157.10 , 0.00 , 0.00 , 0.01 ,JamesYoung321,Stocks,US94106L1098,
1308673957,Buy Waste Management Inc, 3.72 ,0.023955,13/09/2021 13:31:47,07/03/2022 14:31:12,1, 0.00 , 0.04 , 155.29 , 157.10 , 0.00 , 0.00 , 0.01 ,JamesYoung321,Stocks,US94106L1098,
1401528882,Buy Waste Management Inc, 2.69 ,0.016457,22/11/2021 14:52:58,07/03/2022 14:31:12,1, 0.00 ,(0.10), 163.46 , 157.10 ," 1,798.06 ", 0.00 , 0.01 ,JamesYoung321,Stocks,US94106L1098,
1308674005,Buy Waste Management Inc, 3.06 ,0.019705,13/09/2021 13:31:47,07/03/2022 14:31:12,1, 0.00 , 0.04 , 155.29 , 157.10 ," 1,719.63 ", 0.00 , 0.01 ,JamesYoung321,Stocks,US94106L1098,
1308673954,Buy Waste Management Inc, 4.40 ,0.028334,13/09/2021 13:31:47,07/03/2022 14:31:12,1, 0.00 , 0.05 , 155.29 , 157.10 , 0.00 , 0.00 , 0.01 ,JamesYoung321,Stocks,US94106L1098,
1375697415,Buy Waste Management Inc, 2.74 ,0.017262,03/11/2021 16:05:00,07/03/2022 14:31:12,1, 0.00 ,(0.03), 158.73 , 157.10 , 0.00 , 0.00 , 0.01 ,JamesYoung321,Stocks,US94106L1098,
1308673935,Buy Waste Management Inc, 2.44 ,0.015713,13/09/2021 13:31:47,07/03/2022 14:31:12,1, 0.00 , 0.03 , 155.29 , 157.10 ," 1,715.67 ", 0.00 , 0.01 ,JamesYoung321,Stocks,US94106L1098,
1308708884,Buy ZEPP Health Corp.-ADR, 1.44 ,0.141593,13/09/2021 13:32:12,07/03/2022 14:31:12,1, 0.00 ,(1.00), 10.17 , 3.12 , 0.00 , 0.00 , 0.00 ,YVinvest,Stocks,US98945L1052,
1427599537,Buy Chevron, 6.29 ,0.053445,13/12/2021 14:30:31,07/03/2022 14:31:11,1, 0.00 , 2.28 , 117.69 , 160.28 ," 1,294.57 ", 0.00 , 0.05 ,GreenbullInvest,Stocks,US1667641005,
1431982190,Buy Chevron, 3.14 ,0.026999,16/12/2021 14:32:03,07/03/2022 14:31:11,1, 0.00 , 1.19 , 116.30 , 160.28 ," 1,279.28 ", 0.00 , 0.03 ,GreenbullInvest,Stocks,US1667641005,
1308703487,Buy Berkshire Hathaway Inc, 2.44 ,0.008776,13/09/2021 13:32:06,07/03/2022 14:31:11,1, 0.00 , 0.42 , 278.03 , 325.39 , 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US0846707026,
1431979557,Buy Berkshire Hathaway Inc, 6.29 ,0.021178,16/12/2021 14:32:02,07/03/2022 14:31:11,1, 0.00 , 0.60 , 297.00 , 325.39 ," 3,266.98 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US0846707026,
1308703707,Buy Berkshire Hathaway Inc, 2.55 ,0.009172,13/09/2021 13:32:06,07/03/2022 14:31:11,1, 0.00 , 0.43 , 278.03 , 325.39 , 0.00 , 0.00 , 0.00 ,JamesYoung321,Stocks,US0846707026,
1427662800,Buy Berkshire Hathaway Inc, 3.15 ,0.010925,13/12/2021 14:31:00,07/03/2022 14:31:11,1, 0.00 , 0.40 , 288.34 , 325.39 ," 3,171.72 ", 0.00 , 0.00 ,GreenbullInvest,Stocks,US0846707026,
1308599008,Buy Newmont Mining Corp, 1.56 ,0.027320,13/09/2021 13:31:10,07/03/2022 14:31:11,1, 0.00 , 0.47 , 57.10 , 74.18 , 0.00 , 0.00 , 0.01 ,Karlo_s,Stocks,US6516391066,
1308646178,Buy JD.com-ADR, 1.44 ,0.018154,13/09/2021 13:31:34,07/03/2022 14:31:08,1, 0.00 ,(0.30), 79.32 , 62.69 , 846.77 , 0.00 , 0.00 ,YVinvest,Stocks,US47215P1066,
1308645230,Buy JD.com-ADR, 1.44 ,0.018154,13/09/2021 13:31:34,07/03/2022 14:31:08,1, 0.00 ,(0.30), 79.32 , 62.69 , 934.23 , 0.00 , 0.00 ,YVinvest,Stocks,US47215P1066,
1308665226,Buy Ballard Power Systems Inc., 1.44 ,0.093750,13/09/2021 13:31:42,07/03/2022 14:31:08,1, 0.00 ,(0.51), 15.36 , 9.94 , 0.00 , 0.00 , 0.00 ,YVinvest,Stocks,CA0585861085,
1308663914,Buy Ballard Power Systems Inc., 1.44 ,0.093750,13/09/2021 13:31:42,07/03/2022 14:31:08,1, 0.00 ,(0.51), 15.36 , 9.94 , 0.00 , 0.00 , 0.00 ,YVinvest,Stocks,CA0585861085,
